observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2011,wikidataId/Q1499,dcid:NDAP_SlumHousing_Dilapidated,4189,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1356,dcid:NDAP_SlumHousing_Good,703306,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1356,dcid:NDAP_SlumHousing_Livable,585393,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1356,dcid:NDAP_SlumHousing_Dilapidated,100926,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q40888,dcid:NDAP_SlumHousing_Good,2123,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q40888,dcid:NDAP_SlumHousing_Livable,900,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q40888,dcid:NDAP_SlumHousing_Dilapidated,27,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q43433,dcid:NDAP_SlumHousing_Good,1308,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q43433,dcid:NDAP_SlumHousing_Livable,15925,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q43433,dcid:NDAP_SlumHousing_Dilapidated,4836,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1353,dcid:NDAP_SlumHousing_Good,120606,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1353,dcid:NDAP_SlumHousing_Livable,223176,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q1353,dcid:NDAP_SlumHousing_Dilapidated,37420,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q66583,dcid:NDAP_SlumHousing_Good,24365,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q66583,dcid:NDAP_SlumHousing_Livable,9414,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,wikidataId/Q66583,dcid:NDAP_SlumHousing_Dilapidated,778,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,country/IND,dcid:NDAP_SlumHousing_Good,7991914,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,country/IND,dcid:NDAP_SlumHousing_Livable,5131255,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
2011,country/IND,dcid:NDAP_SlumHousing_Dilapidated,551121,Count,NDAP_NBO_SlumCompendium2015_Census,P1Y
