observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2011,wikidataId/Q1188,dcid:NDAP_Census2011_Children_0_6,10809395,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Population_Total,60439692,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Population_Male,31491260,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Population_Female,28948432,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Literate_Total,41093358,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Literate_Male,23474873,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Literate_Female,17618485,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_SC_Population,4074447,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_ST_Population,8917174,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Workers_Total,24767747,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1172,dcid:NDAP_Census2011_Children_0_6,7777262,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Population_Total,243247,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Population_Male,150301,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Population_Female,92946,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Literate_Total,188406,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Literate_Male,124643,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Literate_Female,63763,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_SC_Population,6124,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_ST_Population,15363,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Workers_Total,121271,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1979,dcid:NDAP_Census2011_Children_0_6,26934,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Population_Total,343709,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Population_Male,193760,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Population_Female,149949,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Literate_Total,223230,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Literate_Male,142521,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Literate_Female,80709,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_SC_Population,6186,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_ST_Population,178564,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Workers_Total,157161,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q46107,dcid:NDAP_Census2011_Children_0_6,50895,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Population_Total,112374333,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Population_Male,58243056,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Population_Female,54131277,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Literate_Total,81554290,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Literate_Male,45257584,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Literate_Female,36296706,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_SC_Population,13275898,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_ST_Population,10510213,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Workers_Total,49427878,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1191,dcid:NDAP_Census2011_Children_0_6,13326517,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Population_Total,84580777,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Population_Male,42442146,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Population_Female,42138631,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Literate_Total,50556760,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Literate_Male,28251243,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Literate_Female,22305517,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_SC_Population,13878078,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_ST_Population,5918073,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Workers_Total,39422906,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1159,dcid:NDAP_Census2011_Children_0_6,9142802,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Population_Total,61095297,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Population_Male,30966657,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Population_Female,30128640,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Literate_Total,40647322,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Literate_Male,22508471,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Literate_Female,18138851,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_SC_Population,10474992,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_ST_Population,4248987,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Workers_Total,27872597,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1185,dcid:NDAP_Census2011_Children_0_6,7161033,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Population_Total,1458545,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Population_Male,739140,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Population_Female,719405,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Literate_Total,1165487,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Literate_Male,615823,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Literate_Female,549664,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_SC_Population,25449,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_ST_Population,149275,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Workers_Total,577248,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1171,dcid:NDAP_Census2011_Children_0_6,144611,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Population_Total,64473,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Population_Male,33123,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Population_Female,31350,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Literate_Total,52553,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Literate_Male,28023,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Literate_Female,24530,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_SC_Population,0,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_ST_Population,61120,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Workers_Total,18753,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q26253,dcid:NDAP_Census2011_Children_0_6,7255,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Population_Total,33406061,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Population_Male,16027412,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Population_Female,17378649,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Literate_Total,28135824,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Literate_Male,13704903,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Literate_Female,14430921,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_SC_Population,3039573,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_ST_Population,484839,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Workers_Total,11619063,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1186,dcid:NDAP_Census2011_Children_0_6,3472955,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Population_Total,72147030,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Population_Male,36137975,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Population_Female,36009055,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Literate_Total,51837507,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Literate_Male,28040491,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Literate_Female,23797016,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_SC_Population,14438445,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_ST_Population,794697,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Workers_Total,32884681,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q1445,dcid:NDAP_Census2011_Children_0_6,7423832,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Population_Total,1247953,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Population_Male,612511,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Population_Female,635442,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Literate_Total,957309,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Literate_Male,497378,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Literate_Female,459931,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_SC_Population,196325,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_ST_Population,0,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Workers_Total,444968,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q66743,dcid:NDAP_Census2011_Children_0_6,132858,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Population_Total,380581,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Population_Male,202871,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Population_Female,177710,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Literate_Total,294281,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Literate_Male,164377,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Literate_Female,129904,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_SC_Population,0,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_ST_Population,28530,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Workers_Total,152535,Count,NDAP_Census2011_PCA,P1Y
2011,wikidataId/Q43119,dcid:NDAP_Census2011_Children_0_6,40878,Count,NDAP_Census2011_PCA,P1Y
